"variable","n_missing","pct_missing"
"cbie_cbiconstitution",38,20.7
"cbie_cwne",38,20.7
"cbie_finances",38,20.7
"cbie_financesref",38,20.7
"cbie_gmt",38,20.7
"cbie_index",38,20.7
"cbie_indexref",38,20.7
"cbie_lending",38,20.7
"cbie_lendingref",38,20.7
"cbie_lvau",38,20.7
"cbie_obj",38,20.7
"cbie_objref",38,20.7
"cbie_policy",38,20.7
"cbie_policyref",38,20.7
"cbie_report",38,20.7
"cbie_reportref",38,20.7
"gol_enpp1",38,20.7
"opri_tisef",38,20.7
"wdi_foodins",38,20.7
"wdi_gnicapgr",38,20.7
"wdi_lfpedua",38,20.7
"wdi_lfpeduaf",38,20.7
"wdi_lfpeduam",38,20.7
"wdi_lfpedui",38,20.7
"wdi_lfpeduif",38,20.7
"wdi_lfpeduim",38,20.7
"wdi_unempedui",38,20.7
"fao_luagrorg",37,20.1
"gol_adm",37,20.1
"gol_dist",37,20.1
"gol_enppo",37,20.1
"ictd_taxinc",37,20.1
"opri_tiset",37,20.1
"wdi_gerpp",37,20.1
"fe_cultdiv",36,19.6
"fe_plural",36,19.6
"gol_enpp",36,19.6
"gol_est",36,19.6
"gol_est_spec",36,19.6
"gol_inst",36,19.6
"gol_nos",36,19.6
"gol_pr",36,19.6
"gol_preel",36,19.6
"fe_etfra",35,19
"gd_ptsa",35,19
"ictd_taxnresexsc",35,19
"ied_dge",35,19
"wdi_emppryfne",35,19
"wdi_empprymne",35,19
"wdi_emppryne",35,19
"wdi_lfpyfne",35,19
"wdi_lfpymne",35,19
"wdi_lfpyne",35,19
"ictd_taxnresinsc",34,18.5
"gggi_eas",33,17.9
"gggi_ggi",33,17.9
"gggi_hss",33,17.9
"gggi_pes",33,17.9
"gggi_pos",33,17.9
"wdi_empprfne",33,17.9
"wdi_empprmne",33,17.9
"wdi_lfpfne15",33,17.9
"wdi_lfpmne15",33,17.9
"wdi_lfpne15",33,17.9
"wdi_unempfne",33,17.9
"wdi_unempmne",33,17.9
"wdi_unempyfne",33,17.9
"wdi_unempymne",33,17.9
"gpi_conf",32,17.4
"gpi_gpi",32,17.4
"gpi_mil",32,17.4
"gpi_ss",32,17.4
"gti_gti",32,17.4
"ied_mimic",32,17.4
"wdi_empprne",32,17.4
"wdi_unempne",32,17.4
"wdi_unempyne",32,17.4
"ictd_taxgs",31,16.8
"ictd_taxtrade",31,16.8
"une_girlglsm",31,16.8
"une_girlgpf",31,16.8
"une_girlgpm",31,16.8
"mad_gdppc",30,16.3
"sai_statehiste0",30,16.3
"sai_statehiste01",30,16.3
"sai_statehiste1",30,16.3
"sai_statehisten0",30,16.3
"sai_statehisten01",30,16.3
"sai_statehisten1",30,16.3
"une_girlglsf",30,16.3
"une_girlglst",30,16.3
"une_girlgpt",30,16.3
"wdi_eduprp",30,16.3
"fi_ftradeint",29,15.8
"fi_ftradeint_pd",29,15.8
"fi_index",29,15.8
"fi_index_pd",29,15.8
"fi_legprop",29,15.8
"fi_legprop_pd",29,15.8
"fi_reg",29,15.8
"fi_reg_pd",29,15.8
"fi_sm",29,15.8
"fi_sm_pd",29,15.8
"fi_sog",29,15.8
"fi_sog_pd",29,15.8
"pei_eir_1",29,15.8
"wdi_smokf",28,15.2
"wdi_smokm",28,15.2
"ictd_taxindirect",27,14.7
"wdi_gers",27,14.7
"wdi_gersf",27,14.7
"wdi_gersm",27,14.7
"fao_luforplant",26,14.1
"opri_tipef",26,14.1
"vdem_elvotbuy",26,14.1
"wdi_afp",26,14.1
"wdi_export",26,14.1
"wdi_import",26,14.1
"wdi_trade",26,14.1
"gain_inf",25,13.6
"ictd_nontax",25,13.6
"ictd_revexsc",25,13.6
"ictd_revinsc",25,13.6
"ideavt_legvt",24,13
"wdi_afpt",24,13
"wdi_armimp",24,13
"wgov_minage",24,13
"ictd_taxexsc",23,12.5
"ictd_taxinsc",23,12.5
"opri_tipet",23,12.5
"wgov_leadexp",23,12.5
"wgov_min",23,12.5
"wgov_minfem",23,12.5
"wgov_minmil",23,12.5
"wgov_minten",23,12.5
"wgov_mret",23,12.5
"wgov_tot",23,12.5
"wgov_totage",23,12.5
"wgov_totfem",23,12.5
"wgov_totmil",23,12.5
"wgov_totten",23,12.5
"wgov_tret",23,12.5
"ef_ef",22,12
"gain_wat",22,12
"vdem_gcrrpt",22,12
"wdi_expeduge",22,12
"pwt_gc",21,11.4
"pwt_me",21,11.4
"pwt_mi",21,11.4
"pwt_plcf",21,11.4
"pwt_ple",21,11.4
"pwt_plgc",21,11.4
"pwt_plhc",21,11.4
"pwt_pli",21,11.4
"pwt_pop",21,11.4
"pwt_rgdp",21,11.4
"pwt_rt",21,11.4
"pwt_sgcf",21,11.4
"pwt_shhc",21,11.4
"pwt_xr",21,11.4
"rd_outw",21,11.4
"vdem_academ",21,11.4
"vdem_corr",21,11.4
"vdem_delibdem",21,11.4
"vdem_dl_delib",21,11.4
"vdem_edcomp_thick",21,11.4
"vdem_egal",21,11.4
"vdem_egaldem",21,11.4
"vdem_exbribe",21,11.4
"vdem_excrptps",21,11.4
"vdem_execorr",21,11.4
"vdem_exembez",21,11.4
"vdem_exthftps",21,11.4
"vdem_gender",21,11.4
"vdem_jucorrdc",21,11.4
"vdem_libdem",21,11.4
"vdem_liberal",21,11.4
"vdem_mecorrpt",21,11.4
"vdem_partip",21,11.4
"vdem_partipdem",21,11.4
"vdem_polyarchy",21,11.4
"vdem_pubcorr",21,11.4
"vdem_regimeamb",21,11.4
"wdi_idpdis",21,11.4
"rsf_pfi",20,10.9
"fao_luagrirreqcrop",19,10.3
"ideavt_legcv",19,10.3
"rsf_pfi1321",19,10.3
"rsf_si",19,10.3
"wdi_refhcras",19,10.3
"rd_inw_gdp",18,9.8
"wdi_ehexpp",18,9.8
"wdi_tradeserv",18,9.8
"rd_inw",17,9.2
"wdi_expedu",17,9.2
"gain_cap",16,8.7
"wdi_emp",16,8.7
"wdi_empagr",16,8.7
"wdi_empagrf",16,8.7
"wdi_empagrm",16,8.7
"wdi_empf",16,8.7
"wdi_empind",16,8.7
"wdi_empindf",16,8.7
"wdi_empindm",16,8.7
"wdi_empm",16,8.7
"wdi_empprfilo",16,8.7
"wdi_empprilo",16,8.7
"wdi_empprmilo",16,8.7
"wdi_emppryfilo",16,8.7
"wdi_emppryilo",16,8.7
"wdi_empprymilo",16,8.7
"wdi_empser",16,8.7
"wdi_empserf",16,8.7
"wdi_empserm",16,8.7
"wdi_inflation",16,8.7
"wdi_lfpf",16,8.7
"wdi_lfpfilo15",16,8.7
"wdi_lfpilo15",16,8.7
"wdi_lfpmilo15",16,8.7
"wdi_lfpr",16,8.7
"wdi_lfprf",16,8.7
"wdi_lfprm",16,8.7
"wdi_lfpyfilo",16,8.7
"wdi_lfpyilo",16,8.7
"wdi_lfpymilo",16,8.7
"wdi_semp",16,8.7
"wdi_sempf",16,8.7
"wdi_sempm",16,8.7
"wdi_unempfilo",16,8.7
"wdi_unempilo",16,8.7
"wdi_unempmilo",16,8.7
"wdi_unempyfilo",16,8.7
"wdi_unempyilo",16,8.7
"wdi_unempymilo",16,8.7
"ideaesd_lsde",15,8.2
"ideaesd_lsvm",15,8.2
"ti_cpi",15,8.2
"ti_cpi_max",15,8.2
"ti_cpi_min",15,8.2
"ti_se",15,8.2
"wdi_gerp",14,7.6
"wdi_gerpf",14,7.6
"wdi_gerpm",14,7.6
"epi_agr",13,7.1
"epi_air",13,7.1
"epi_bdh",13,7.1
"epi_cch",13,7.1
"epi_eh",13,7.1
"epi_epi",13,7.1
"epi_ev",13,7.1
"epi_h2o",13,7.1
"epi_hmt",13,7.1
"epi_wmg",13,7.1
"epi_wrs",13,7.1
"gain_ecos",13,7.1
"ideaesd_tiers",13,7.1
"wdi_oilrent",13,7.1
"ideaesd_esnl",12,6.5
"opri_oeace",12,6.5
"wdi_precip",12,6.5
"wdi_sva2015",12,6.5
"wdi_svapg",12,6.5
"al_language2000",11,6
"gain_sens",11,6
"ideaesd_esf",11,6
"ideaesd_esp",11,6
"idf_hepp2050",10,5.4
"who_halef",10,5.4
"who_halem",10,5.4
"who_halet",10,5.4
"who_homf",10,5.4
"who_homm",10,5.4
"who_homt",10,5.4
"who_lef",10,5.4
"who_lem",10,5.4
"who_let",10,5.4
"who_mrf",10,5.4
"who_mrm",10,5.4
"who_mrt",10,5.4
"who_suif",10,5.4
"who_suim",10,5.4
"who_suit",10,5.4
"cbi_cbiu",9,4.9
"cbi_cbiw",9,4.9
"cbi_cceo",9,4.9
"cbi_cll",9,4.9
"cbi_cobj",9,4.9
"cbi_cpol",9,4.9
"cbi_create",9,4.9
"cbi_dec",9,4.9
"cbi_dir",9,4.9
"cbi_inc",9,4.9
"cbi_ref",9,4.9
"cbi_reg",9,4.9
"wdi_gdpagr",9,4.9
"wdi_gdpind",9,4.9
"wdi_svapgdp",9,4.9
"wdi_wombuslawi",9,4.9
"ccp_buildsoc",8,4.3
"ccp_cc",8,4.3
"ccp_childwrk",8,4.3
"ccp_civil",8,4.3
"ccp_democ",8,4.3
"ccp_equal",8,4.3
"ccp_freerel",8,4.3
"ccp_hr",8,4.3
"ccp_infoacc",8,4.3
"ccp_market",8,4.3
"ccp_marriage",8,4.3
"ccp_samesexm",8,4.3
"ccp_slave",8,4.3
"ccp_socialsm",8,4.3
"ccp_strike",8,4.3
"ccp_taxes",8,4.3
"dr_eg",8,4.3
"gain_econ",8,4.3
"gain_gaingdp",8,4.3
"gain_soc",8,4.3
"gain_vulngdp",8,4.3
"wdi_gdpcappppcon2021",8,4.3
"wdi_gdpcappppcur",8,4.3
"wdi_gdppppcon2021",8,4.3
"wdi_gdppppcur",8,4.3
"wdi_gnicappppcon2021",8,4.3
"wdi_gnicappppcur",8,4.3
"wdi_gnipppcon2021",8,4.3
"wdi_gnipppcur",8,4.3
"dr_ig",7,3.8
"fao_luforreg",7,3.8
"wdi_acelr",7,3.8
"wdi_elerenew",7,3.8
"wdi_fdiin",7,3.8
"wdi_statper",7,3.8
"br_pvote",6,3.3
"dr_pg",6,3.3
"dr_sg",6,3.3
"gain_gain",6,3.3
"gain_gov",6,3.3
"gain_vuln",6,3.3
"opri_oaeece",6,3.3
"opri_tdurece",6,3.3
"wdi_fdiout",6,3.3
"wdi_gdpcapcon2015",6,3.3
"wdi_gdpcapgr",6,3.3
"wdi_gdpgr",6,3.3
"wdi_gniatlcur",6,3.3
"wdi_gnicapatlcur",6,3.3
"wdi_internet",6,3.3
"who_alcohol10",6,3.3
"al_ethnic2000",5,2.7
"ccp_systyear",5,2.7
"gain_readgdp",5,2.7
"h_lflo",5,2.7
"wdi_co2",5,2.7
"wdi_gdpcapcur",5,2.7
"wdi_gnicur",5,2.7
"br_chpar",4,2.2
"br_col",4,2.2
"fao_luagrara",4,2.2
"fao_luforest",4,2.2
"gain_food",4,2.2
"gain_heal",4,2.2
"h_alignl1",4,2.2
"h_alignl1l2",4,2.2
"h_alignl2",4,2.2
"idf_death",4,2.2
"idf_dia",4,2.2
"idf_dia2050",4,2.2
"idf_hepp",4,2.2
"idf_ifg",4,2.2
"idf_ifg2050",4,2.2
"idf_igt",4,2.2
"idf_igt2050",4,2.2
"idf_undia",4,2.2
"wdi_acelu",4,2.2
"wdi_araland",4,2.2
"wdi_chexppgdp",4,2.2
"wdi_dgovhexp",4,2.2
"wdi_dprivhexp",4,2.2
"wdi_elprodcoal",4,2.2
"wdi_elprodgas",4,2.2
"wdi_elprodhyd",4,2.2
"wdi_elprodnuc",4,2.2
"wdi_elprodoil",4,2.2
"wdi_ophexp",4,2.2
"wdi_poprulgr",4,2.2
"wdi_refhcror",4,2.2
"who_anpreg",4,2.2
"bmr_demmis",3,1.6
"br_com",3,1.6
"br_coup",3,1.6
"br_cw",3,1.6
"br_dem",3,1.6
"br_elecpost",3,1.6
"br_elect",3,1.6
"br_elecyear",3,1.6
"br_fcoup",3,1.6
"br_mon",3,1.6
"br_newconst",3,1.6
"br_pres",3,1.6
"br_regch",3,1.6
"br_scoup",3,1.6
"br_suff",3,1.6
"undp_hdi",3,1.6
"wdi_broadb",3,1.6
"wdi_enerenew",3,1.6
"wdi_lrmd",3,1.6
"wdi_mortf",3,1.6
"wdi_mortinf",3,1.6
"wdi_mortinff",3,1.6
"wdi_mortinfm",3,1.6
"wdi_mortm",3,1.6
"wdi_mortnn",3,1.6
"wdi_mortu5",3,1.6
"wdi_mortu5f",3,1.6
"wdi_mortu5m",3,1.6
"who_roadtrd",3,1.6
"al_religion2000",2,1.1
"bci_bci",2,1.1
"bci_bcistd",2,1.1
"ccp_syst",2,1.1
"ciri_work_l_s",2,1.1
"ciri_wosoc_l",2,1.1
"egov_egov",2,1.1
"egov_epar",2,1.1
"egov_hci",2,1.1
"egov_osi",2,1.1
"egov_tii",2,1.1
"fao_luagr",2,1.1
"fao_luagrcrop",2,1.1
"fao_lucrop",2,1.1
"gain_exp",2,1.1
"gain_hab",2,1.1
"gain_read",2,1.1
"gd_ptss",2,1.1
"ihme_hle_0102t",2,1.1
"ihme_hle_0204t",2,1.1
"ihme_lifexp_0102t",2,1.1
"ihme_lifexp_0204t",2,1.1
"ipu_l_s",2,1.1
"ipu_l_sw",2,1.1
"ipu_l_w",2,1.1
"opri_oaepe",2,1.1
"opri_oeals",2,1.1
"opri_oeaus",2,1.1
"opri_tdurce",2,1.1
"opri_tdurls",2,1.1
"opri_tdurused",2,1.1
"top_top10_income_share",2,1.1
"top_top1_income_share",2,1.1
"wbgi_cce",2,1.1
"wbgi_ccn",2,1.1
"wbgi_ccs",2,1.1
"wbgi_gee",2,1.1
"wbgi_gen",2,1.1
"wbgi_ges",2,1.1
"wbgi_pve",2,1.1
"wbgi_pvn",2,1.1
"wbgi_pvs",2,1.1
"wbgi_rle",2,1.1
"wbgi_rln",2,1.1
"wbgi_rls",2,1.1
"wbgi_rqe",2,1.1
"wbgi_rqn",2,1.1
"wbgi_rqs",2,1.1
"wbgi_vae",2,1.1
"wbgi_van",2,1.1
"wbgi_vas",2,1.1
"wdi_acel",2,1.1
"wdi_agedr",2,1.1
"wdi_area",2,1.1
"wdi_birth",2,1.1
"wdi_death",2,1.1
"wdi_fertility",2,1.1
"wdi_forest",2,1.1
"wdi_imig",2,1.1
"wdi_lifexp",2,1.1
"wdi_lifexpf",2,1.1
"wdi_lifexpm",2,1.1
"wdi_migration",2,1.1
"wdi_mobile",2,1.1
"wdi_pop",2,1.1
"wdi_pop14",2,1.1
"wdi_pop1564",2,1.1
"wdi_pop65",2,1.1
"wdi_popden",2,1.1
"wdi_popf",2,1.1
"wdi_popgr",2,1.1
"wdi_poprul",2,1.1
"wdi_popurb",2,1.1
"wdi_popurbagr",2,1.1
"wdi_region",2,1.1
"wdi_tele",2,1.1
"wdi_wip",2,1.1
"who_infmortf",2,1.1
"who_infmortm",2,1.1
"who_infmortt",2,1.1
"who_matmort",2,1.1
"wpp_fertrate",2,1.1
"wpp_fertrate_2030",2,1.1
"wpp_fertrate_2050",2,1.1
"wpp_medianage",2,1.1
"wpp_medianage_2030",2,1.1
"wpp_medianage_2050",2,1.1
"wpp_netmig",2,1.1
"wpp_netmig_2030",2,1.1
"wpp_netmig_2050",2,1.1
"wpp_pop",2,1.1
"wpp_pop_2030",2,1.1
"wpp_pop_2050",2,1.1
"wpp_popden",2,1.1
"wpp_popden_2030",2,1.1
"wpp_popden_2050",2,1.1
"wpp_sexratio",2,1.1
"wpp_sexratio_2030",2,1.1
"wpp_sexratio_2050",2,1.1
"ccode",1,0.5
"bmr_dem",1,0.5
"bmr_dembr",1,0.5
"bmr_demdur",1,0.5
"bmr_demfsuf",1,0.5
"bmr_demtran",1,0.5
"ciri_assn",1,0.5
"ciri_disap",1,0.5
"ciri_dommov",1,0.5
"ciri_elecsd",1,0.5
"ciri_formov",1,0.5
"ciri_injud",1,0.5
"ciri_kill",1,0.5
"ciri_physint",1,0.5
"ciri_polpris",1,0.5
"ciri_relfre",1,0.5
"ciri_speech",1,0.5
"ciri_tort",1,0.5
"ciri_wecon",1,0.5
"ciri_wopol",1,0.5
"ciri_work_p_s",1,0.5
"ciri_wosoc_p",1,0.5
"fh_aor",1,0.5
"fh_cl",1,0.5
"fh_ep",1,0.5
"fh_feb",1,0.5
"fh_fog",1,0.5
"fh_pair",1,0.5
"fh_ppp",1,0.5
"fh_pr",1,0.5
"fh_rol",1,0.5
"fh_status",1,0.5
"gendip_mar",1,0.5
"gendip_mas",1,0.5
"gendip_mfr",1,0.5
"gendip_mfrp",1,0.5
"gendip_mfs",1,0.5
"gendip_mfsp",1,0.5
"freedom",1,0.5
"ccodealp",0,0
"ccode_qog",0,0
"ccodecow",0,0
"cname",0,0
"cname_qog",0,0
"ccodealp_year",0,0
"cname_year",0,0
"ht_colonial",0,0
"ht_region",0,0
"psi_edate1",0,0
"psi_edate2",0,0
"country",0,0
"kinship_score",0,0
